,p-values-paired,p-values_r_fdr,significance:p_vlaue_r,significance:p_vlaue_r_fdr
4322,2.7368752503027703e-14,2.897029408638502e-13,True,True
4323,0.15298915067080027,0.18919339471098295,False,False
4324,2.941190444330129e-08,1.0750965917436093e-07,True,True
4325,2.2544247622206174e-11,1.38250577803909e-10,True,True
4326,0.04221395787607523,0.05817679475940962,True,False
4327,0.00010547986687441203,0.00022033430474673128,True,True
4328,0.10023179301526713,0.12879382805256914,False,False
4329,0.00039907279536303394,0.0007563337948322997,True,True
4330,1.1561130465382268e-13,1.102199386255401e-12,True,True
4331,7.3460479228317595e-09,2.9796425890330744e-08,True,True
4332,0.0001386660821823568,0.0002837210197441921,True,True
4333,0.00012434364596864512,0.00025660452563712157,True,True
4334,0.003161045175415201,0.005228557583808655,True,True
4335,0.882208797329485,0.8989121725767873,False,False
4336,3.0944600089411607e-06,8.245688208307659e-06,True,True
4337,3.5641284463582605e-16,5.419922439334415e-15,True,True
4338,5.080819371619924e-06,1.3076751287952053e-05,True,True
4339,3.897849096766663e-07,1.1938890628837608e-06,True,True
4340,2.4665029798761792e-08,9.118090943154504e-08,True,True
4341,6.864680962034493e-05,0.00014788298244063582,True,True
4342,0.05948486355926946,0.0798074726612597,False,False
4343,2.544659193721342e-08,9.38893369746608e-08,True,True
4344,0.018598671848954553,0.02718666916489168,True,True
4345,3.873043036419534e-05,8.66107682254336e-05,True,True
4346,0.08230991930212123,0.10755610079801846,False,False
4347,0.24805365503274643,0.29277991874082365,False,False
4348,2.6796853047018206e-12,1.9485779909504175e-11,True,True
4349,1.0720217128494833e-06,3.073722006551838e-06,True,True
4350,0.008993225412739909,0.01383665559361257,True,True
4351,0.01782784424223086,0.026121798921504506,True,True
4352,1.5789765547115345e-08,6.041719081529602e-08,True,True
4353,0.9594928546412028,0.9651776719341769,False,False
4354,0.14922436954901547,0.18497782605907306,False,False
4355,1.4504310765102726e-08,5.5804447320077864e-08,True,True
4356,1.9022184623248012e-07,6.103421979320382e-07,True,True
4357,2.049115964975306e-13,1.845593237484276e-12,True,True
4358,0.044098069709292434,0.06051748921417435,True,False
4359,3.9850929504248696e-10,1.96861540516413e-09,True,True
4360,0.039828915412931,0.055118522290986384,True,False
4361,0.877923325794115,0.8951263325912375,False,False
4362,8.777275418549001e-08,2.983617332849941e-07,True,True
4363,0.4383310775761381,0.4872695859155589,False,False
4364,8.294454449261624e-08,2.831193452104219e-07,True,True
4365,5.4145265082499164e-11,3.1085392299773113e-10,True,True
4366,8.438605701047048e-11,4.711600306580082e-10,True,True
4367,0.24475499007987048,0.28938077158509085,False,False
4368,1.8346744286465262e-08,6.942826014210019e-08,True,True
4369,6.35350584279578e-06,1.6105181721833764e-05,True,True
4370,7.162117906351403e-05,0.00015375368066636075,True,True
4371,4.0070787775590885e-19,1.2251732014572258e-17,True,True
4372,1.4719787615174104e-05,3.520480839708329e-05,True,True
4373,5.5130755814970415e-06,1.4126131811088904e-05,True,True
4374,1.3595849446974736e-15,1.8406606520100986e-14,True,True
4375,1.0649489516875378e-10,5.853322666370416e-10,True,True
4376,0.3324728800660517,0.3813977689847296,False,False
4377,1.1046750216049069e-09,5.113413986662585e-09,True,True
4378,0.0009605579786765376,0.0017204395107970128,True,True
4379,0.005416740453787009,0.008623554634519451,True,True
4380,0.44620032505447293,0.4950934944643856,False,False
4381,0.0009944285241805593,0.0017772349219138386,True,True
4382,0.7628558118729943,0.7935409255197192,False,False
4383,0.0007655651472898383,0.0013922663353439263,True,True
4384,1.697944327326353e-09,7.628605527844668e-09,True,True
4385,0.11208576328505072,0.14270943106937287,False,False
4386,0.07163958572040602,0.09470262039485873,False,False
4387,0.0035080469655388163,0.005760052402783296,True,True
4388,0.4215451544307318,0.47060828116782294,False,False
4389,1.0063513972927877e-19,3.678281543270309e-18,True,True
4390,1.697561722716067e-14,1.8714345092482488e-13,True,True
4391,0.009536134957996958,0.014596556033971066,True,True
4392,0.00022017433175987119,0.00043513460486806714,True,True
4393,1.3087114521715294e-07,4.321364002881982e-07,True,True
4394,1.24281169561637e-07,4.122421667007065e-07,True,True
4395,7.911706566691262e-18,1.7410793750266439e-16,True,True
4396,0.1847724347594128,0.2245475772401587,False,False
4397,6.72554841641772e-05,0.0001450847263906295,True,True
4398,2.085287488027298e-09,9.227290306268334e-09,True,True
4399,7.917552103813125e-14,7.744944087959895e-13,True,True
4400,0.08374077771394571,0.10929449493868329,False,False
4401,0.17017522407925015,0.20809634005585378,False,False
4402,0.006622205995016921,0.010406195703531212,True,True
4403,0.00021515937055822525,0.00042619861557084525,True,True
4404,0.0003763244183290813,0.0007162062715252704,True,True
4405,0.015888614678970268,0.02346074392631998,True,True
4406,0.4659453720204898,0.5147209554709017,False,False
4407,1.3637706778291426e-05,3.279390097368936e-05,True,True
4408,0.31440424549387574,0.36266916004986,False,False
4409,5.0951887201974824e-05,0.00011184165837536405,True,True
4410,5.520784888488675e-10,2.6662443094392465e-09,True,True
4411,2.548296636321365e-07,8.030248885890474e-07,True,True
4412,4.439015076621434e-06,1.1541840073545343e-05,True,True
4413,0.008241375224691967,0.012758289901116025,True,True
4414,6.131239417311286e-09,2.5182396798395737e-08,True,True
4415,0.0779022875781422,0.10216063295471088,False,False
4416,3.269647927240017e-11,1.9478106981698694e-10,True,True
4417,0.0010031289592136838,0.0017911165654177145,True,True
4418,0.0023366058196731534,0.003941496488121641,True,True
4419,0.07513245238008706,0.09880891567091149,False,False
4420,7.110404278339694e-09,2.889490329529951e-08,True,True
4421,0.7158545366330077,0.7506153032069929,False,False
4422,0.039026836559627714,0.05406917969103928,True,False
4423,0.0003396753391404751,0.0006514812350007446,True,True
4424,5.030242073747235e-10,2.445059983792444e-09,True,True
4425,6.347823826867049e-11,3.601269510973014e-10,True,True
4426,0.08670641304818594,0.1127137696897744,False,False
4427,2.280199736454224e-13,2.0346307049197684e-12,True,True
4428,0.12008570192463042,0.1519654604606249,False,False
4429,0.0010664428061024952,0.001896715687781386,True,True
4430,0.0005203572506172145,0.0009711723751525908,True,True
4431,8.373883474918181e-05,0.00017764808673610656,True,True
4432,0.4056954509057963,0.4550310942992878,False,False
4433,0.19935300940550582,0.2405552570957113,False,False
4434,2.976735194897522e-07,9.298933181167216e-07,True,True
4435,0.00026235157670972974,0.0005127416548999413,True,True
4436,0.4764908827578078,0.5249749250259315,False,False
4437,1.4442478205237423e-15,1.9461295709475542e-14,True,True
4438,1.5790400654510416e-17,3.2460328117196577e-16,True,True
4439,0.34023697661827457,0.38937355224118536,False,False
4440,0.006472721105897768,0.010188269440034982,True,True
4441,2.7382179801253567e-08,1.0062266668084563e-07,True,True
4442,0.00024986599110110797,0.000489891612333633,True,True
4443,2.2988163705898596e-06,6.2518974814137e-06,True,True
4444,7.685684812765865e-17,1.3589580874158682e-15,True,True
4445,7.238925056391654e-13,5.83911602662935e-12,True,True
4446,1.615201469460024e-13,1.4913204374624218e-12,True,True
4447,3.349079104163218e-18,8.002121925922488e-17,True,True
4448,0.2667657617735007,0.31249600153503926,False,False
4449,5.712317091821199e-17,1.0311418783825625e-15,True,True
4450,0.00678766259829536,0.010642300906294458,True,True
4451,0.290380491327677,0.33739809466986576,False,False
4452,1.0183988206878964e-06,2.9321399378972355e-06,True,True
4453,4.3258183337517846e-06,1.1262774938291195e-05,True,True
4454,2.5561281510695996e-08,9.425211058639772e-08,True,True
4455,8.06486438409545e-12,5.3481970147888254e-11,True,True
4456,9.134053845162872e-08,3.0987977253571995e-07,True,True
4457,0.006939835820803435,0.010854292784461688,True,True
4458,1.4128137819307005e-12,1.078972505873247e-11,True,True
4459,1.8756043964965834e-09,8.37236846239754e-09,True,True
4460,1.0065478048417279e-10,5.546447632740304e-10,True,True
4461,0.1912490171358458,0.23158746467276994,False,False
4462,2.1729868729142494e-09,9.588339266818303e-09,True,True
4463,8.008548120011703e-09,3.2233846405685504e-08,True,True
4464,0.0016057589310398482,0.0027834121546973086,True,True
4465,0.000619807245207839,0.0011450294258331106,True,True
4466,2.888938174914003e-15,3.666892503426848e-14,True,True
4467,0.29661382057690283,0.34403140529515214,False,False
4468,0.011776972501222277,0.017770002025538332,True,True
4469,4.715500250666384e-14,4.81443657389254e-13,True,True
4470,3.093145103461217e-12,2.2273481309834316e-11,True,True
4471,3.5598549468443395e-17,6.772741652724225e-16,True,True
4472,0.05382128334180401,0.07281405511235527,False,False
4473,0.443211661241798,0.49206178971414266,False,False
4474,0.9723971062734856,0.9762942714662466,False,False
4475,3.850990252400572e-09,1.632536358533003e-08,True,True
4476,0.042431301687498556,0.0584436881399727,True,False
4477,1.4999040208451317e-07,4.903641551873514e-07,True,True
4478,1.6552202982693912e-06,4.611180560007052e-06,True,True
4479,0.7203015125911139,0.7544539277276112,False,False
4480,1.2766612666946034e-16,2.151641305575539e-15,True,True
4481,0.036096063700205495,0.0503195206924669,True,False
4482,0.00011511522174780307,0.00023861476550195564,True,True
4483,0.06971151189704852,0.09234463369538481,False,False
4484,1.1746330502947859e-23,1.6497386946213354e-21,True,True
4485,0.283032667472418,0.32962916002063114,False,False
4486,0.26440289007121953,0.3100644848265778,False,False
4487,0.20860645764661948,0.25053368714164015,False,False
4488,0.021655296181654817,0.03130766102084584,True,True
4489,7.8033669078738e-08,2.6725448717985706e-07,True,True
4490,9.400255058034933e-15,1.0825960408503565e-13,True,True
4491,9.554794044385365e-07,2.7620325822750534e-06,True,True
4492,0.0301495792554298,0.04255874992952687,True,True
4493,0.1468344284735414,0.18230305820615406,False,False
4494,2.3499729696617525e-05,5.449098396094869e-05,True,True
4495,1.1336227913067752e-10,6.191379614234758e-10,True,True
4496,0.00014592295965775505,0.00029735490344243404,True,True
4497,1.1760645174602558e-21,7.967260603578791e-20,True,True
4498,0.0016230961675259357,0.0028120535847969653,True,True
4499,8.48913064953486e-18,1.8516380299332666e-16,True,True
4500,1.5295114991033368e-08,5.867712890741759e-08,True,True
4501,5.347094468085129e-12,3.661159609043623e-11,True,True
4502,0.009497992743915676,0.014544617024301331,True,True
4503,0.0006729663321978027,0.00123636003283176,True,True
4504,0.33499212643622156,0.38400723186368463,False,False
4505,0.011301109177878525,0.017104140620978755,True,True
4506,4.456846886374993e-07,1.3540631368647202e-06,True,True
4507,0.4749950361430606,0.5235750591574103,False,False
4508,0.005108511186909639,0.008168227578106629,True,True
4509,1.5453756556067696e-15,2.0662820782203516e-14,True,True
4510,1.1131207966644958e-15,1.5334259778611774e-14,True,True
4511,1.0422618631252622e-08,4.091132398429653e-08,True,True
4512,0.02208133599888903,0.03187558112984107,True,True
4513,0.24713046585996692,0.29180989731585294,False,False
4514,0.06101476806725387,0.08168876372640553,False,False
4515,5.780295419814784e-09,2.3837336685915586e-08,True,True
4516,0.01728647722442316,0.025384554067656415,True,True
4517,0.044106599855798005,0.06052438736269049,True,False
4518,0.00022010985232166468,0.0004350569449492858,True,True
4519,0.0013642669512028663,0.0023907193733038665,True,True
4520,0.31261673719662947,0.3608964270964832,False,False
4521,0.06858809115418409,0.09098205288247947,False,False
4522,9.086354299487902e-11,5.045540678998826e-10,True,True
4523,1.1385629134143467e-06,3.2510205502864196e-06,True,True
4524,0.6188443214549111,0.6610112937076355,False,False
4525,2.5683040599711424e-09,1.11897736786889e-08,True,True
4526,0.23082899174999583,0.27455045665664957,False,False
4527,0.001374531180092362,0.0024074851603057444,True,True
4528,7.201476068765862e-10,3.419985162896897e-09,True,True
4529,5.025527451856112e-10,2.443455860704034e-09,True,True
4530,0.4252816299083412,0.47422799875203936,False,False
4531,5.878400028721022e-15,7.096391369402911e-14,True,True
4532,1.3516116887858949e-19,4.7265368266753714e-18,True,True
4533,3.507481374475643e-07,1.082381935406694e-06,True,True
4534,0.0038698822013685614,0.0063080029277827795,True,True
4535,0.08989783661453898,0.11651175088274895,False,False
4536,0.8864826781071242,0.9025748962280056,False,False
4537,0.7653250050377056,0.79596565093476,False,False
4538,0.29734723802207386,0.34478947085725103,False,False
4539,0.00016572742405407474,0.0003340265138880109,True,True
4540,6.223398374974548e-23,6.437677061538043e-21,True,True
4541,0.00037468028282474204,0.0007133915888677857,True,True
4542,0.9579022021356879,0.9641363289439808,False,False
4543,0.62401441980891,0.6657515502840242,False,False
4544,1.264948490611683e-07,4.1894143357585935e-07,True,True
4545,1.6144535490850668e-06,4.507059641312949e-06,True,True
4546,2.565814276686296e-07,8.082502120670272e-07,True,True
4547,0.0033812719771109992,0.005565647775568605,True,True
4548,1.1668291908988098e-08,4.551134403426719e-08,True,True
4549,0.12242911433945035,0.15463646634598266,False,False
4550,0.007918517887396143,0.01229042196808341,True,True
4551,0.09375687245969437,0.12114061119979208,False,False
4552,0.07688507063382372,0.10091453731146653,False,False
4553,0.04014540269483458,0.05550314778337474,True,False
4554,2.275432955713118e-06,6.189374500400395e-06,True,True
4555,0.008298863822219622,0.01284268319706566,True,True
4556,2.8014206778935595e-21,1.6687773176072843e-19,True,True
4557,2.0340384942718754e-10,1.058373945438152e-09,True,True
4558,0.09315843704797759,0.1204574850302255,False,False
4559,0.02408459829936724,0.03459226552541971,True,True
4560,0.23555638804049572,0.27965339862549404,False,False
4561,0.13960148690984103,0.17417417928408954,False,False
4562,1.9754220621586437e-17,3.9680716423012293e-16,True,True
4563,1.6010438505378177e-06,4.471791838001746e-06,True,True
4564,5.826312595189528e-08,2.034146121299497e-07,True,True
4565,8.36307753938646e-15,9.774841981928356e-14,True,True
4566,6.946868253184248e-08,2.3996630488653844e-07,True,True
4567,4.7067940557472945e-06,1.2168492564057844e-05,True,True
4568,1.161664599257835e-06,3.311510883197871e-06,True,True
4569,0.7518262119000074,0.7835360659689143,False,False
4570,0.010525775772855624,0.01600358884668904,True,True
4571,0.4400472058034539,0.48886273184917467,False,False
4572,1.964028873316737e-05,4.604233788376528e-05,True,True
4573,1.5018820535717408e-05,3.5870333852415074e-05,True,True
4574,0.1526565274041165,0.18881230836300658,False,False
4575,0.003742744346763046,0.00611576887914601,True,True
4576,1.4886413383436497e-05,3.558361577402317e-05,True,True
4577,9.384848847080588e-08,3.1770186916189923e-07,True,True
4578,2.9784149713710827e-07,9.300816816781536e-07,True,True
4579,7.512401618658894e-05,0.0001606943263525661,True,True
4580,0.020526717900283185,0.029784349547551374,True,True
4581,4.612644585442089e-11,2.6721473914658646e-10,True,True
4582,5.227800573979806e-05,0.00011452319214819563,True,True
4583,0.06234302004335458,0.083305667639925,False,False
4584,0.027274291352066382,0.038788456664768815,True,True
4585,3.17417647791649e-05,7.189445215157646e-05,True,True
4586,4.890454327608777e-12,3.375253636014448e-11,True,True
4587,5.906571800331088e-05,0.0001283472048436724,True,True
4588,0.5720865245637281,0.6178677531627635,False,False
4589,1.6505563138365462e-06,4.600413088339196e-06,True,True
4590,0.0008061536141256575,0.0014617462491118697,True,True
4591,3.8321706839276693e-16,5.7918415192345134e-15,True,True
4592,0.829272264123232,0.8527697102642319,False,False
4593,0.22073584889727738,0.26343432053198385,False,False
4594,0.21403773683488436,0.2562747658993815,False,False
4595,0.00012830527277966108,0.0002641804037268945,True,True
4596,2.3693713519117534e-15,3.0522662270153273e-14,True,True
4597,0.25455926838987025,0.2996804798579125,False,False
4598,0.010920591634583771,0.016554336652109043,True,True
4599,1.2077283725980588e-12,9.322389471238366e-12,True,True
4600,6.632467478006923e-05,0.000143219844603212,True,True
4601,0.0012963478617796934,0.0022779380848585297,True,True
4602,0.0004178585552638411,0.0007904628276590948,True,True
4603,4.44242119223335e-07,1.3503928575722528e-06,True,True
4604,1.1115297040099849e-17,2.350266295810586e-16,True,True
4605,0.8672879724222368,0.8856149509345265,False,False
4606,6.33984567022341e-19,1.8340479013405934e-17,True,True
4607,0.6282059421385859,0.6696031128798712,False,False
4608,0.10779931766154446,0.13776971314664352,False,False
4609,0.5757721661488076,0.6213045268424418,False,False
4610,9.309554252772692e-13,7.353568802773126e-12,True,True
4611,0.008749957850241784,0.013487598988393579,True,True
4612,3.625073482717644e-12,2.5792069363240237e-11,True,True
4613,0.0022835635727042804,0.0038588047264468787,True,True
4614,0.0005163275265238887,0.0009642765427783977,True,True
4615,0.36512548804239564,0.4142885258412075,False,False
4616,0.16993597046649137,0.2078479106349928,False,False
4617,1.2719517640595054e-10,6.879451072050079e-10,True,True
4618,0.4947763610229471,0.5426488246251928,False,False
4619,1.8273901433304305e-14,2.0005174097612922e-13,True,True
4620,1.621010044890691e-06,4.522440007346041e-06,True,True
4621,0.0034826449716575027,0.0057205183878846965,True,True
4622,0.011977702473680319,0.018050668257247448,True,True
4623,0.2836895895149668,0.3303051599967009,False,False
4624,1.442393702767635e-16,2.41447201698749e-15,True,True
4625,1.6333836926857367e-11,1.0286803970523552e-10,True,True
4626,3.1244669830506156e-10,1.5749975819141927e-09,True,True
4627,6.905368299640701e-06,1.738417915713977e-05,True,True
4628,2.837991000217356e-16,4.440787547894459e-15,True,True
4629,5.6687666667447126e-05,0.00012342821296699636,True,True
4630,0.00981585739825322,0.014995484307996495,True,True
4631,5.895504920805309e-11,3.365659203797479e-10,True,True
4632,8.451171864832263e-07,2.467858187965582e-06,True,True
4633,0.0037389666047168337,0.006110173881040896,True,True
4634,5.684562931242143e-17,1.029358748817694e-15,True,True
4635,0.013885670339632028,0.020689576946450173,True,True
4636,8.609042569494062e-17,1.5098600039391872e-15,True,True
4637,5.753175815246713e-06,1.469339328923521e-05,True,True
4638,0.00210230719369896,0.003572433284590747,True,True
4639,0.6643752400163638,0.7036406272627481,False,False
4640,0.028591362550530738,0.04052476108142587,True,True
4641,5.020191461705193e-07,1.514826331894449e-06,True,True
4642,5.381833540215922e-12,3.68202670919723e-11,True,True
4643,1.2822992940025593e-10,6.929903930735006e-10,True,True
4644,3.1152608662661324e-07,9.68612877335267e-07,True,True
4645,0.6316859605026126,0.6730217693155688,False,False
4646,0.0009474510584196608,0.0016990778609155654,True,True
4647,0.07300871554284633,0.09628411031396826,False,False
4648,0.9771206310707088,0.9802984436811949,False,False
4649,1.0564676683406112e-24,2.097756203515409e-22,True,True
4650,0.03893314789530494,0.05395236081272203,True,False
4651,4.249657400832733e-18,9.934077347684095e-17,True,True
4652,1.197924248641183e-12,9.267416657087522e-12,True,True
4653,2.5306123721281065e-06,6.840295529418407e-06,True,True
4654,0.0002456449591903436,0.00048232742327951637,True,True
4655,0.0007005404302129904,0.0012822458075788736,True,True
4656,0.7188419975398069,0.7531078602401702,False,False
4657,1.9352710172103884e-10,1.0112464253572129e-09,True,True
4658,1.5324102904916885e-05,3.6548926920121383e-05,True,True
4659,1.1951714258891652e-05,2.9018392666528923e-05,True,True
4660,0.045873787462629774,0.06275993335051314,True,False
4661,0.0021979625846200415,0.003724720781764883,True,True
4662,3.834644962106974e-05,8.580763176217354e-05,True,True
4663,0.033123030381556874,0.04647123770335378,True,True
4664,1.006589804666124e-08,3.965527679728003e-08,True,True
4665,0.8584661167612015,0.8778785394571572,False,False
4666,0.7783668514364835,0.8081672892514277,False,False
4667,0.019772027521201503,0.02876067492663826,True,True
4668,0.005657169760501065,0.0089856204130798,True,True
4669,1.62369605647262e-10,8.580406661231114e-10,True,True
4670,3.769723575492573e-06,9.904482854240942e-06,True,True
4671,0.004758182728388949,0.007649135178942777,True,True
4672,5.001471587171686e-09,2.0779322190570198e-08,True,True
4673,1.537667237625087e-15,2.057567895427837e-14,True,True
4674,2.272381896159995e-21,1.3773823598654005e-19,True,True
4675,0.3008959456378892,0.34845997592642863,False,False
4676,1.0806617004065657e-09,5.006283420360264e-09,True,True
4677,3.072377681578231e-14,3.22646349235647e-13,True,True
4678,5.911230909587052e-15,7.126065175374481e-14,True,True
4679,3.433317178433408e-20,1.4536900553293414e-18,True,True
4680,0.06498770448267988,0.0865383947381712,False,False
4681,9.152858652797867e-09,3.6441260638654576e-08,True,True
4682,0.040114889974174686,0.05546540133695115,True,False
4683,6.610572013319157e-07,1.9631705609435867e-06,True,True
4684,0.6798046311035622,0.7180449405266913,False,False
4685,0.08071994044802043,0.10562316097860573,False,False
4686,5.217020056709715e-07,1.5717478458259564e-06,True,True
4687,3.6104607856301844e-06,9.512080230556876e-06,True,True
4688,0.012809927877631825,0.019204792708384686,True,True
4689,4.6708595629440424e-12,3.241828001199612e-11,True,True
4690,6.107218291964735e-08,2.1274893323994918e-07,True,True
4691,0.01303353593372651,0.019509083550396454,True,True
4692,0.0023860356687498206,0.004018206880254743,True,True
4693,0.4123637888354934,0.46155140936459427,False,False
4694,1.5797407346945725e-07,5.146147688449696e-07,True,True
4695,0.869588950344859,0.8877814028253317,False,False
4696,0.5479025771071616,0.5943495773642836,False,False
4697,0.9101602229172578,0.9226040283356196,False,False
4698,3.698022788665075e-05,8.296538139505087e-05,True,True
4699,1.2182290583850166e-05,2.9515998574475683e-05,True,True
4700,0.025351906128225,0.03626451228878342,True,True
4701,1.0815706207923963e-07,3.623062337442049e-07,True,True
4702,2.9840370419742824e-06,7.967425023200267e-06,True,True
4703,1.2323455106417776e-10,6.68407180418735e-10,True,True
4704,2.614092165124163e-05,6.013908929620444e-05,True,True
4705,0.0995016138586197,0.12791266404283788,False,False
4706,0.001559525417332427,0.0027076182496902188,True,True
4707,0.056110961339770365,0.07563333779217643,False,False
4708,0.00030326626605497645,0.0005864686830963526,True,True
4709,0.03755924295337208,0.05221179061877386,True,False
4710,0.14029565657194973,0.1749391848766011,False,False
4711,0.07136245280086327,0.09435070963836775,False,False
4712,1.1421348471513681e-11,7.378601153530249e-11,True,True
4713,1.208829473108297e-16,2.0473067792103754e-15,True,True
4714,0.001561398251597884,0.002710325039826512,True,True
4715,8.533567807240028e-05,0.0001807250016796267,True,True
4716,6.359059438883009e-13,5.186626619768837e-12,True,True
4717,0.22049182917460086,0.26319387503438524,False,False
4718,1.033332826694444e-06,2.9687052355141393e-06,True,True
4719,8.203547734953216e-07,2.3999371231383033e-06,True,True
4720,0.016400340002894673,0.0241551601628447,True,True
4721,0.4429858051612301,0.49190588057853374,False,False
4722,4.913525686236985e-10,2.3957424846103277e-09,True,True
4723,0.14284262711261486,0.17766623827276418,False,False
4724,0.32792169472303123,0.37667712456548735,False,False
4725,3.4909559812632e-10,1.7464889828068863e-09,True,True
4726,0.00015757356986421183,0.00031885714178332664,True,True
4727,0.07887770165958344,0.103353481202162,False,False
4728,5.874938971780227e-06,1.4968963235619972e-05,True,True
4729,1.5976795420908386e-07,5.196745262590705e-07,True,True
4730,2.0222002587443483e-13,1.8238084349071636e-12,True,True
4731,9.097824064671355e-07,2.6400959300721932e-06,True,True
4732,0.9733664676556745,0.9770427500727354,False,False
4733,0.5581779376586007,0.6043025723420089,False,False
4734,2.343187570686936e-06,6.366556351622651e-06,True,True
4735,8.769444173544701e-05,0.0001853795253279304,True,True
4736,0.0046739747677435476,0.00752356635415298,True,True
4737,0.0003483941039648029,0.0006665752736728287,True,True
4738,0.06292978659090416,0.08401824432783596,False,False
4739,0.8778207348442554,0.8951263325912375,False,False
4740,0.00014962842027902904,0.00030395472252119315,True,True
4741,0.5031793944082938,0.550925525879636,False,False
4742,0.03499284394784999,0.048903921947990335,True,True
4743,3.955636626311302e-07,1.210515902914575e-06,True,True
4744,0.018963438417924104,0.027687068853079692,True,True
4745,0.004055816376365603,0.0065899386664518235,True,True
4746,0.05014434895099224,0.068229649348487,False,False
4747,0.0003247919158279873,0.0006252959262151432,True,True
4748,0.0031781721629471535,0.005254371146991298,True,True
4749,7.520118456183131e-05,0.0001608195671336514,True,True
4750,9.882831326410037e-12,6.464441922140605e-11,True,True
4751,6.699919181160709e-06,1.6906383852549115e-05,True,True
4752,1.2217555327799803e-06,3.4730667811048478e-06,True,True
4753,2.8303356815747362e-05,6.466611413728814e-05,True,True
4754,1.4951475634632665e-09,6.786304298168137e-09,True,True
4755,3.43827286603335e-05,7.741470290934808e-05,True,True
4756,0.11023384748725147,0.14057948585134128,False,False
4757,0.022607564426380407,0.03259980596541916,True,True
4758,0.020074898148119823,0.029166851598719085,True,True
4759,0.041834155815564,0.05769940452805335,True,False
4760,0.5051642935922331,0.552708415466833,False,False
4761,1.01031447466016e-16,1.7331859533023102e-15,True,True
4762,5.657383036756164e-05,0.00012322694737102854,True,True
4763,0.40712373105158184,0.45636639114373345,False,False
4764,0.02976747540073786,0.04205374039481081,True,True
4765,0.05091865807441536,0.06920690938123725,False,False
4766,7.007297122981324e-05,0.00015063596042745443,True,True
4767,0.6392303567835609,0.6800113562064176,False,False
4768,5.526187397368512e-16,8.08339435135826e-15,True,True
4769,0.0028597254506401333,0.004758404658043566,True,True
4770,0.00040725824722937935,0.0007713393510456669,True,True
4771,1.3283686905696583e-17,2.774796750857418e-16,True,True
4772,0.0035444040988348033,0.005815327268246864,True,True
4773,2.7497363685877697e-12,1.9933569352645288e-11,True,True
4774,1.0838778666774238e-05,2.6491214129672463e-05,True,True
4775,9.635433957894758e-08,3.2554688367422634e-07,True,True
4776,8.596186759770376e-14,8.356731923187013e-13,True,True
4777,2.0658428325943246e-19,6.810579185699801e-18,True,True
4778,4.550235705057105e-24,7.145938345896499e-22,True,True
4779,6.746704186324438e-05,0.00014550476257023056,True,True
4780,4.711004592761078e-06,1.217755563967494e-05,True,True
4781,0.0526417164970627,0.07140276794022912,False,False
4782,0.010818376328583535,0.016410910702167242,True,True
4783,0.00928367351199773,0.014240406670197193,True,True
4784,1.709558208936268e-06,4.747788986670207e-06,True,True
4785,8.824547657603716e-14,8.559464389955316e-13,True,True
4786,0.0022699233069320033,0.003837256593331085,True,True
4787,0.2912584214762116,0.3382741179912301,False,False
4788,0.004964715241144699,0.007952290754823798,True,True
4789,0.00015113391840550485,0.00030654437483328595,True,True
4790,3.335738259060748e-05,7.528727257025663e-05,True,True
4791,5.6968678401431825e-08,1.990964837921778e-07,True,True
4792,6.512200125463175e-21,3.3885017219089264e-19,True,True
4793,4.050392692604602e-07,1.2373215519848718e-06,True,True
4794,5.711750929058687e-14,5.729994035974961e-13,True,True
4795,3.7279690529081676e-05,8.361550946376083e-05,True,True
4796,0.00015001855781751028,0.0003046039711210026,True,True
4797,0.0004961661484070396,0.0009289335877025696,True,True
4798,1.1045146494872724e-17,2.3382954129770383e-16,True,True
4799,7.337561473433038e-10,3.4813615614818932e-09,True,True
4800,0.006465709635914045,0.010180255195019448,True,True
4801,1.3989058373798065e-09,6.383015937859523e-09,True,True
4802,1.7618036085442668e-11,1.1023236992974361e-10,True,True
4803,0.00019545182040915448,0.00039024852029220336,True,True
4804,6.340878306997952e-11,3.598510931451696e-10,True,True
4805,1.9391709322582812e-08,7.320624531197947e-08,True,True
4806,1.0300441732068166e-06,2.9607342915387285e-06,True,True
4807,2.1835373993377262e-07,6.944147380993965e-07,True,True
4808,9.970239782928676e-15,1.1391409715617462e-13,True,True
4809,0.4712427519988387,0.5199743574846665,False,False
4810,1.9450188385489383e-06,5.35290750930905e-06,True,True
4811,1.7836999941745176e-08,6.770691584127619e-08,True,True
4812,0.5223507189229952,0.5696722644819913,False,False
4813,3.744131570036344e-10,1.858083104635962e-09,True,True
4814,4.715135713238823e-05,0.0001040679308115506,True,True
4815,0.0010357507118397555,0.001844977680659082,True,True
4816,1.4552028707428575e-11,9.225185171406556e-11,True,True
4817,2.127738169475391e-06,5.824223875406018e-06,True,True
4818,1.8243187246958829e-09,8.15608332534197e-09,True,True
4819,0.00014868551481841995,0.0003022741908814687,True,True
4820,0.23642735700133297,0.2805524517240024,False,False
4821,0.7000212369338024,0.7365615098082249,False,False
4822,0.00024345901480232735,0.00047825272693998236,True,True
4823,0.010012123900585597,0.015281802472399379,True,True
4824,5.32697562135555e-12,3.648830446428118e-11,True,True
4825,1.5387966048991234e-09,6.9716001441469596e-09,True,True
4826,2.740078056339354e-05,6.276998862652478e-05,True,True
4827,1.8106085675570463e-06,5.013345568928991e-06,True,True
